,Title,Year,First Author,Author Count,Citation Count,Citation Five Years,Bibcode
559,The 1.0 Megaparsec Galaxy Pair Sample in Low-Density Regions,2000,"Nordgren, Tyler E.",4,1,1,2000ApJ...544..176N
560,The Thermal Nonequilibrium of Prominences,2000,"Antiochos, S. K.",3,86,26,2000ApJ...536..494A
561,Gas Stripping of Dwarf Galaxies in Clusters of Galaxies,2000,"Mori, Masao",2,181,43,2000ApJ...538..559M
562,Biased Estimates of Ω<SUB>m</SUB> from Comparing Smoothed Predicted Velocity Fields to Unsmoothed Peculiar-Velocity Measurements,2000,"Berlind, Andreas A.",3,19,9,2000ApJ...537..537B
563,Hard X-Ray Emission and the Ionizing Source in LINERS,2000,"Terashima, Yuichi",3,76,39,2000ApJ...539..161T
564,GRB 990712: First Indication of Polarization Variability in a Gamma-Ray Burst Afterglow,2000,"Rol, E.",12,67,43,2000ApJ...544..707R
565,Theoretical Models of Young Open Star Clusters: Effects of a Gaseous Component and Gas Removal,2000,"Adams, Fred C.",1,100,24,2000ApJ...542..964A
566,Physical Conditions in Circumstellar Gas Surrounding SN 1987A 12 Years after Outburst,2000,"Maran, Stephen P.",6,29,8,2000ApJ...545..390M
567,Hard X-Ray Spectra of Broad-Line Radio Galaxies from the Rossi X-Ray Timing Explorer,2000,"Eracleous, Michael",3,86,34,2000ApJ...537..654E
568,"Low- and High-Ionization Absorption Properties of Mg II Absorption-selected Galaxies at Intermediate Redshifts. II. Taxonomy, Kinematics, and Galaxies",2000,"Churchill, Christopher W.",7,106,41,2000ApJ...543..577C
569,Simple Seismic Tests of the Solar Core,2000,"Kennedy, Dallas C.",1,1,1,2000ApJ...540.1109K
570,Simulation of the Collision of Magnetic Flux Tubes in the Quiet Solar Photosphere,2000,"Furusawa, Kyoko",2,30,22,2000ApJ...540.1156F
571,A Multiwavelength Campaign on γ Cassiopeiae. IV. The Case for Illuminated Disk-enhanced Wind Streams,2000,"Cranmer, Steven R.",3,23,6,2000ApJ...537..433C
572,NICMOS Imaging of the Damped Lyα Absorber at Z=1.89 toward LBQS 1210+1731: Constraints on Size and Star Formation Rate,2000,"Kulkarni, Varsha P.",8,66,32,2000ApJ...536...36K
573,The Active Jet in NGC 4258 and Its Associated Shocks,2000,"Cecil, G.",9,73,26,2000ApJ...536..675C
574,Nearly Coherent Oscillations in Type I X-Ray Bursts from KS 1731-260,2000,"Muno, Michael P.",4,93,47,2000ApJ...542.1016M
575,ASCA Observation of G299.2-2.9,2000,"Bai, Lei",2,2,1,2000ApJ...539..760B
576,Synthetic Post-Asymptotic Giant Branch Evolution: Basic Models and Applications to Disk Populations,2000,"Stanghellini, Letizia",2,31,13,2000ApJ...542..308S
577,A Search for Aperiodic Millisecond Variability in Cygnus X-1,2000,"Chaput, C.",10,2,1,2000ApJ...541.1026C
578,Stellar Orbits in Triaxial Clusters around Black Holes in Galactic Nuclei,2000,"Sambhus, Niranjan",2,23,4,2000ApJ...542..143S
579,Multiwavelength Observations of Dusty Star Formation at Low and High Redshift,2000,"Adelberger, Kurt L.",2,396,212,2000ApJ...544..218A
580,Interferometric <SUP>12</SUP>CO Observations of the Central Disk of NGC 4631: An Energetic Molecular Outflow,2000,"Rand, Richard J.",1,17,6,2000ApJ...535..663R
581,Free-fall Downflow Observed in HE I 1083.0 Nanometers and Hβ,2000,"Schmidt, W.",3,26,4,2000ApJ...544..567S
582,Three-dimensional Numerical Simulations of Compressible Solar Convection in Cartesian Geometry,2000,"Elliott, J. R.",1,4,1,2000ApJ...539..469E
583,Velocity Bias in a Λ Cold Dark Matter Model,2000,"Colín, Pedro",3,109,41,2000ApJ...539..561C
584,Spark Model for Pulsar Radiation Modulation Patterns,2000,"Gil, J. A.",2,151,43,2000ApJ...541..351G
585,Neutron Star Properties in a Chiral SU(3) Model,2000,"Hanauske, M.",6,47,15,2000ApJ...537..958H
586,Making Clean Energy with a Kerr Black Hole: A Tokamak Model for Gamma-Ray Bursts,2000,"Li, Li-Xin",1,11,9,2000ApJ...544..375L
587,Quaking Neutron Stars,2000,"Franco, Lucia M.",3,105,15,2000ApJ...543..987F
588,Revealing the Photodissociation Region: HST/NICMOS Imaging of NGC 7027,2000,"Latter, William B.",7,92,38,2000ApJ...539..783L
589,The Parker Instability in a Thick Gaseous Disk. II. Numerical Simulations in Two Dimensions,2000,"Santillán, Alfredo",6,29,15,2000ApJ...545..353S
590,Identifying the Reionization Redshift from the Cosmic Star Formation Rate,2000,"Barkana, Rennan",2,73,28,2000ApJ...539...20B
591,Temperature Profiles of Accretion Disks around Rapidly Rotating Neutron Stars in General Relativity and the Implications for Cygnus X-2,2000,"Bhattacharyya, Sudip",4,28,7,2000ApJ...542..473B
592,Constraining the Location of Microlensing Objects by Using the Finite Source Effect in EAGLE Events,2000,"Sumi, Takahiro",2,4,4,2000ApJ...538..657S
593,On a Theoretical Interpretation of the Period Gap in Binary Millisecond Pulsars,2000,"Taam, Ronald E.",3,44,24,2000ApJ...541..329T
594,Optical Depth from Realistic Microlensing Models of M31,2000,"Gyuk, Geza",2,14,9,2000ApJ...535..621G
595,High-Cadence Observations of an Impulsive Flare,2000,"Wang, Haimin",6,60,31,2000ApJ...542.1080W
596,Evidence for Nonuniform Heating of Coronal Loops Inferred from Multithread Modeling of TRACE Data,2000,"Aschwanden, Markus J.",3,268,113,2000ApJ...541.1059A
597,The Role of the Outer Boundary Condition in Accretion Disk Models: Theory and Application,2000,"Yuan, Feng",4,33,13,2000ApJ...537..236Y
598,Infrared Spectroscopy of Molecular Supernova Remnants,2000,"Reach, William T.",2,57,13,2000ApJ...544..843R
599,Gaseous Vortices in Barred Spiral Galaxies,2000,"England, Martin N.",3,3,2,2000ApJ...540..154E
600,Partially Absorbed Comptonization Spectrum from the Nearly Edge-on Source X1822-371,2001,"Iaria, R.",4,15,3,2001ApJ...557...24I
601,Interferometric Astrometry with Hubble Space Telescope Fine Guidance Sensor 3: The Parallax of the Cataclysmic Variable TV Columbae,2001,"McArthur, B. E.",17,48,21,2001ApJ...560..907M
602,A Rapid X-Ray Flare in the Radio-loud Narrow-Line Quasar PKS 0558-504,2001,"Wang, T. G.",5,24,8,2001ApJ...554..233W
603,Effects of Heavy Elements and Excited States in the Equation of State of the Solar Interior,2001,"Gong, Zhigang",3,11,5,2001ApJ...563..419G
604,Infrared Emission from Interstellar Dust. II. The Diffuse Interstellar Medium,2001,"Li, Aigen",2,1218,217,2001ApJ...554..778L
605,"Circumnuclear Stellar Population, Morphology, and Environment of Seyfert 2 Galaxies: An Evolutionary Scenario",2001,"Storchi-Bergmann, Thaisa",5,130,48,2001ApJ...559..147S
606,"The Secular Evolution of Galactic Disks with a Star Formation Threshold: The Origins of Low Surface Brightness Spirals, Magellanic Irregulars, and Blue Compact Dwarfs",2001,"Noguchi, Masafumi",1,16,7,2001ApJ...555..289N
607,"Local Dynamical Instabilities in Magnetized, Radiation Pressure-supported Accretion Disks",2001,"Blaes, Omer",2,72,35,2001ApJ...553..987B
608,"The Distribution of the Emission Measure, and of the Heating Budget, among the Loops in the Corona",2001,"Peres, G.",4,23,15,2001ApJ...563.1045P
609,Halo Formation in Warm Dark Matter Models,2001,"Bode, Paul",3,1078,185,2001ApJ...556...93B
610,Effects of Formation Epoch Distribution on X-Ray Luminosity and Temperature Functions of Galaxy Clusters,2001,"Enoki, Motohiro",3,4,3,2001ApJ...556...77E
611,Small-Scale Structure at High Redshift. II. Physical Properties of the C IV Absorbing Clouds,2001,"Rauch, Michael",3,108,30,2001ApJ...554..823R
612,Cosmological Evolution Models for QSO/Active Galactic Nucleus Luminosity Functions: Effects of Spectrum-Luminosity Correlation and Massive Black Hole Remnants,2001,"Choi, Yun-Young",3,5,3,2001ApJ...555..673C
613,The Cosmic Infrared Background at 1.25 and 2.2 Microns Using DIRBE and 2MASS: A Contribution Not Due to Galaxies?,2001,"Cambrésy, L.",4,149,59,2001ApJ...555..563C
614,Double-peaked X-Ray Lines from the Oxygen/Neon-rich Accretion Disk in 4U 1626-67,2001,"Schulz, Norbert S.",6,93,40,2001ApJ...563..941S
615,Rapid Formation of Molecular Clouds and Stars in the Solar Neighborhood,2001,"Hartmann, Lee",3,521,117,2001ApJ...562..852H
616,Radial Arc Statistics: A Powerful New Probe of the Central Density Profile of Galaxy Clusters,2001,"Molikawa, Kohji",2,29,18,2001ApJ...559..544M
617,Radiation from Collision-dominated Relativistic Pair Fireballs,2001,"Böttcher, M.",3,5,5,2001ApJ...563...71B
618,Improved Laboratory Transition Parameters forEu II and Application to the Solar Europium Elemental and Isotopic Composition,2001,"Lawler, J. E.",4,329,73,2001ApJ...563.1075L
619,Dusty Debris around Solar-Type Stars: Temporal Disk Evolution,2001,"Spangler, C.",5,154,83,2001ApJ...555..932S
620,High Spectral and Spatial Resolution Observations of Shocked Molecular Hydrogen at the Galactic Center,2001,"Yusef-Zadeh, F.",5,54,15,2001ApJ...560..749Y
621,A Black Hole in the Superluminal Source SAX J1819.3-2525 (V4641 Sgr),2001,"Orosz, Jerome A.",9,225,102,2001ApJ...555..489O
622,The Implications of the New Z=0 Stellar Models and Yields on the Early Metal Pollution of the Intergalactic Medium,2001,"Abia, C.",6,41,24,2001ApJ...557..126A
623,A Submillimeter Dust and Gas Study of the Orion B Molecular Cloud,2001,"Mitchell, George F.",5,78,29,2001ApJ...556..215M
624,The Cross Spectra of Circinus X-1: Evolution of Time Lags,2001,"Qu, J. L.",3,22,9,2001ApJ...555....7Q
625,"Amplification, Saturation, and Q Thresholds for Runaway: Growth of Self-Gravitating Structures in Models of Magnetized Galactic Gas Disks",2001,"Kim, Woong-Tae",2,132,33,2001ApJ...559...70K
626,Constraints on a Local Group X-Ray Halo,2001,"Rasmussen, Jesper",2,21,11,2001ApJ...559..892R
627,On the Unresolved Fine Structures of the Solar Upper Atmosphere. IV. The Interface with the Chromosphere,2001,"Feldman, U.",3,28,9,2001ApJ...558..423F
628,On the Absorption Feature in the Prompt X-Ray Spectrum of GRB 990705,2001,"Lazzati, Davide",6,50,47,2001ApJ...556..471L
629,Constraints from the Lyα Forest Power Spectrum,2001,"Zaldarriaga, Matias",3,163,49,2001ApJ...557..519Z
630,Far-Infrared Spectroscopy of Normal Galaxies: Physical Conditions in the Interstellar Medium,2001,"Malhotra, S.",13,363,58,2001ApJ...561..766M
631,Rayleigh-Taylor Stability of a Strong Vertical Magnetic Field at the Galactic Center Confined by a Disk Threaded with Horizontal Magnetic Field,2001,"Chandran, B. D. G.",1,17,6,2001ApJ...562..737C
632,Gaussianity of Degree-Scale Cosmic Microwave Background Anisotropy Observations,2001,"Park, Chan-Gyung",4,49,36,2001ApJ...556..582P
633,Neutrino Annihilation between Binary Neutron Stars,2001,"Salmonson, Jay D.",2,20,7,2001ApJ...561..950S
634,Precipitating Condensation Clouds in Substellar Atmospheres,2001,"Ackerman, Andrew S.",2,728,97,2001ApJ...556..872A
635,H I Gas in the Environment of the Seyfert Galaxies NGC 6764 and Markarian 1126,2001,"Wilcots, Eric M.",3,5,2,2001ApJ...560..110W
636,High-Energy Spectral Components in Gamma-Ray Burst Afterglows,2001,"Zhang, Bing",2,215,45,2001ApJ...559..110Z
637,"Chandra X-Ray Point Sources, Including Supernova 1979C, in the Spiral Galaxy M100",2001,"Kaaret, Philip",1,21,17,2001ApJ...560..715K
638,VLBI Study of Water Maser Emission in the Seyfert 2 Galaxy NGC 5793. I. Imaging Blueshifted Emission and the Parsec-Scale Jet,2001,"Hagiwara, Yoshiaki",4,26,14,2001ApJ...560..119H
639,RXTE Observations of Hercules X-1 during the 1998 July Short High State,2001,"Still, Martin",8,16,7,2001ApJ...553..776S
640,Spectroscopic Evolution of Dusty Starburst Galaxies in Distant Clusters,2001,"Shioya, Yasuhiro",3,15,9,2001ApJ...558...42S
641,First Investigation of the Clustering Environment of Damped Lyα Absorbers at z~=4,2001,"Gawiser, Eric",6,29,18,2001ApJ...562..628G
642,The Large-Scale Ionized Outflow of CH Cygni,2001,"Corradi, Romano L. M.",6,32,16,2001ApJ...560..912C
643,On the Co-orbital Corotation Torque in a Viscous Disk and Its Impact on Planetary Migration,2001,"Masset, F. S.",1,114,18,2001ApJ...558..453M
644,Atmospheric Turbulence Measurements with the Palomar Testbed Interferometer,2001,"Linfield, R. P.",3,24,8,2001ApJ...554..505L
645,Chandra Observations of Two High-Redshift Quasars,2001,"Fang, Taotao",4,25,15,2001ApJ...555..356F
646,Detection of Bulk Motions in the Intracluster Medium of the Centaurus Cluster,2001,"Dupke, Renato A.",2,38,15,2001ApJ...562..266D
647,Keck LWS Images of the Compact Nebula around RY Scuti in the Thermal Infrared,2001,"Gehrz, Robert D.",5,34,13,2001ApJ...559..395G
648,On the Correlation between Coronal and Lower Transition Region Structures at Arcsecond Scales,2001,"Vourlidas, A.",5,39,11,2001ApJ...563..374V
649,"Mid-Infrared Spectral Energy Distribution of NGC 1068 with 0.1"" Spatial Resolution",2001,"Tomono, Daigo",4,44,15,2001ApJ...557..637T
650,Far Ultraviolet Spectroscopic Explorer Observations of Interstellar Gas toward the Small Magellanic Cloud Star Sk 108,2001,"Mallouris, C.",13,24,15,2001ApJ...558..133M
651,Terminal Speeds and Ion Fractions from [Ca IV] 3.207 μm in Three Single WN Stars,2001,"Ignace, R.",4,13,3,2001ApJ...558..771I
652,The Pure Rotational Spectrum of KH (X<SUP>1</SUP>Σ+): Quadrupole Coupling in Alkali Hydrides,2001,"Brewster, M. A.",2,4,1,2001ApJ...559.1190B
653,A Chandra Observation of the Circinus Galaxy,2001,"Smith, David A.",2,57,19,2001ApJ...557..180S
654,Evolution of the Power Spectrum in Non-Gaussian Models,2001,"Seto, Naoki",1,6,1,2001ApJ...553..488S
655,Weak Reprocessed Features in the Broad-Line Radio Galaxy 3C 382,2001,"Grandi, Paola",4,24,11,2001ApJ...556...35G
656,Pulsar Wind Nebulae in Evolved Supernova Remnants,2001,"Blondin, John M.",3,291,39,2001ApJ...563..806B
657,Reconnection of Twisted Flux Tubes as a Function of Contact Angle,2001,"Linton, M. G.",3,148,29,2001ApJ...553..905L
658,Observed and Predicted Ratios of the Horizontal and Vertical Components of the Solar p-Mode Velocity Eigenfunctions,2001,"Rhodes, Edward J., Jr.",5,20,11,2001ApJ...561.1127R
659,Magnetic Energy of the Intergalactic Medium from Galactic Black Holes,2001,"Kronberg, P. P.",4,133,52,2001ApJ...560..178K
660,On Optical Synchrotron Emission of Radio Pulsars,2001,"Malov, Igor F.",2,29,12,2001ApJ...554..587M
661,Hubble Space Telescope Ultraviolet and Ground-based Optical Spectropolarimetry of IRAS Quasi-stellar Objects: Dusty Scattering in Luminous Active Galactic Nuclei,2001,"Hines, Dean C.",7,28,12,2001ApJ...563..512H
662,"Models for Old, Metal-poor Stars with Enhanced α-Element Abundances. III. Isochrones and Isochrone Population Functions",2001,"Bergbusch, Peter A.",2,120,80,2001ApJ...556..322B
663,A Wind-driven Warping Instability in Accretion Disks,2001,"Quillen, A. C.",1,22,13,2001ApJ...563..313Q
664,Chandra X-Ray Observations of the X-Ray Faint Elliptical Galaxy NGC 4697,2001,"Sarazin, Craig L.",3,173,105,2001ApJ...556..533S
665,The Transient X-Ray Pulsar 4U 0115+63 from Quiescence to Outburst through the Centrifugal Transition,2001,"Campana, S.",8,67,23,2001ApJ...561..924C
666,The X-Ray Background from Groups and Clusters of Galaxies,2001,"Wu, Xiang-Ping",2,21,13,2001ApJ...560..544W
667,ROSAT Observations of 3C 388: A Test of Minimum Energy,2001,"Leahy, J. P.",2,24,14,2001ApJ...555..709L
668,Temperature and Heavy-Element Abundance Profiles of Cool Clusters of Galaxies from ASCA,2001,"Finoguenov, A.",3,114,70,2001ApJ...555..191F
669,The Probability Distribution Function of Column Density in Molecular Clouds,2001,"Vázquez-Semadeni, Enrique",2,102,14,2001ApJ...557..727V
670,The Local Power Spectrum and Correlation Hierarchy of the Cosmic Mass Field,2001,"Zhan, Hu",3,13,13,2001ApJ...555...58Z
671,Optical and Infrared Photometry of the Microquasar GRO J1655-40 in Quiescence,2001,"Greene, Jenny",3,200,42,2001ApJ...554.1290G
672,Brownian Motion of a Massive Binary,2001,"Merritt, David",1,60,23,2001ApJ...556..245M
673,Pollution of Stellar Atmospheres by Interstellar Dust Material: A Possible Solution to the G Dwarf Problem,2001,"Ragot, B. R.",1,6,5,2001ApJ...558..730R
674,"Observations of the Ionized, Neutral, and Molecular Components Associated with an Expanding H II Region",2001,"Lebrón, Mayra E.",3,19,8,2001ApJ...560..806L
675,Magnetically Accreting Isolated Old Neutron Stars,2001,"Rutledge, Robert E.",1,15,12,2001ApJ...553..796R
676,The Type IC SN 1990B in NGC 4568,2001,"Clocchiatti, Alejandro",28,37,18,2001ApJ...553..886C
677,Discovery of Two New Pulsating DA (ZZ Ceti) White Dwarfs,2001,"Fontaine, G.",5,22,6,2001ApJ...557..792F
678,Constraints on the Long-Range Properties of Gravity from Weak Gravitational Lensing,2001,"White, Martin",2,51,12,2001ApJ...560..539W
679,The Radio Spectral Index and Expansion of 3C 58,2001,"Bietenholz, M. F.",3,44,20,2001ApJ...560..772B
680,X-Ray Destruction of Dust along the Line of Sight to γ-Ray Bursts,2001,"Fruchter, Andrew",3,153,73,2001ApJ...563..597F
681,An Assessment of the Rotation Rates of the Host Stars of Extrasolar Planets,2001,"Barnes, Sydney A.",1,59,14,2001ApJ...561.1095B
682,Recycled Pulsars Discovered at High Radio Frequency,2001,"Edwards, R. T.",2,61,19,2001ApJ...553..801E
683,Electron-Ion Recombination on Grains and Polycyclic Aromatic Hydrocarbons,2001,"Weingartner, Joseph C.",2,142,24,2001ApJ...563..842W
684,Magnetic Flux Emergence into the Solar Corona. I. Its Role for the Reversal of Global Coronal Magnetic Fields,2001,"Zhang, M.",2,46,25,2001ApJ...561..406Z
685,X-Ray Emission from Middle-aged Pulsars,2001,"Perna, Rosalba",3,9,5,2001ApJ...553..809P
686,Hydrodynamic Simulation of the Cosmological X-Ray Background,2001,"Croft, Rupert A. C.",7,99,63,2001ApJ...557...67C
687,Structure of Dark Matter Halos from Hierarchical Clustering,2001,"Fukushige, Toshiyuki",2,206,120,2001ApJ...557..533F
688,Vela Pulsar and Its Synchrotron Nebula,2001,"Helfand, D. J.",3,289,129,2001ApJ...556..380H
689,"LB 8827: A Variable, Magnetic DBA White Dwarf",2001,"Wesemael, F.",6,21,4,2001ApJ...554.1118W
690,Lensing Properties of Scale-free Galaxies,2001,"Hunter, C.",2,24,9,2001ApJ...554.1227H
691,Magnetic Field Diagnostics Based on Far-Infrared Polarimetry: Tests Using Numerical Simulations,2001,"Heitsch, Fabian",5,165,41,2001ApJ...561..800H
692,The Kinematics of 3:1 Merger Remnants and the Formation of Low-Luminosity Elliptical Galaxies,2001,"Cretton, N.",4,41,20,2001ApJ...554..291C
693,Anticorrelated Coupling p-Modes,2001,"Roth, M.",1,4,3,2001ApJ...559.1165R
694,On the Formation of Giant Holes in the Interstellar Medium by Disk Instabilities,2001,"Sánchez-Salcedo, F. J.",1,14,10,2001ApJ...563..867S
695,Searching for Ammonia in Grain Mantles toward Massive Young Stellar Objects,2001,"Gibb, E. L.",3,48,26,2001ApJ...558..702G
696,Model-independent Insights into the Nature of the Lyα Forest and the Distribution of Matter in the Universe,2001,"Schaye, Joop",1,327,73,2001ApJ...559..507S
697,Intensity Ratios between the 2s<SUP>2</SUP> <SUP>1</SUP>S<SUB>0</SUB>-2s2p <SUP>3</SUP>P<SUB>1</SUB> and 2s<SUP>2</SUP>p <SUP>1</SUP>P<SUB>1</SUB>-2p<SUP>2</SUP> <SUP>1</SUP>D<SUB>2</SUB> Transitions in Be-like Ions as Electron Temperature Indicators for Solar Upper Atmosphere Plasmas,2001,"Landi, E.",4,25,8,2001ApJ...556..912L
