Title,Year,First Author,Author Count,Citation Count,Bibcode
XMM-Newton Spectra of Intermediate-Mass Black Hole Candidates: Application of a Monte Carlo Simulated Model,2004,"Wang, Q. Daniel",5,33,2004ApJ...609..113W
The Probability Distribution Of Binary Pulsar Coalescence Rates. II. Neutron Star-White Dwarf Binaries,2004,"Kim, Chunglee",4,35,2004ApJ...616.1109K
Structure of the Dense Molecular Gas in the NGC 1333 IRAS 4 Region,2004,"Choi, Minho",4,18,2004ApJ...617.1157C
Blazar Counterparts for 3EG Sources at -40°&lt;Decl.&lt;0°: Pushing South through the Bulge,2004,"Sowards-Emmerd, David",4,67,2004ApJ...609..564S
Transit Detectability of Ring Systems around Extrasolar Giant Planets,2004,"Barnes, Jason W.",2,103,2004ApJ...616.1193B
Irregular Magnetic Fields and the Far-Infrared Polarimetry of Dust Emission from Interstellar Clouds,2004,"Wiebe, Dmitri S.",2,11,2004ApJ...615..300W
The Visual Orbits of the Spectroscopic Binaries HD 6118 and HD 27483 from the Palomar Testbed Interferometer,2004,"Konacki, Maciej",2,21,2004ApJ...610..443K
Stability of Supernova Ia Progenitors against Radial Oscillations,2004,"Baraffe, I.",3,15,2004ApJ...615..378B
The Brightest Pulses in the Universe: Multifrequency Observations of the Crab Pulsar's Giant Pulses,2004,"Cordes, J. M.",5,162,2004ApJ...612..375C
The Mass of the MACHO-LMC-5 Lens Star,2004,"Gould, Andrew",3,47,2004ApJ...614..404G
The Number Density of 0.6 &lt; z &lt; 1.7 Mg II Systems from CORALS: Observational Biases at Intermediate Redshift,2004,"Ellison, Sara L.",4,53,2004ApJ...615..118E
The Unidentified Infrared Bands in the Diffuse Interstellar Medium across the Galaxy Based on the Infrared Telescope in Space Mid-Infrared Spectrometer Observation,2004,"Sakon, Itsuki",7,48,2004ApJ...609..203S
The Energy Density of Soft Photons at the Jet Center: the Case with Velocity Structures,2004,"Li, Huiquan",2,3,2004ApJ...617..162L
"The Colors of Dwarf Elliptical Galaxy Globular Cluster Systems, Nuclei, and Stellar Halos",2004,"Lotz, Jennifer M.",3,153,2004ApJ...613..262L
Pulsar Wind Nebulae and the X-Ray Emission of Nonaccreting Neutron Stars,2004,"Cheng, K. S.",3,55,2004ApJ...617..480C
Hot Gas Structure in the Elliptical Galaxy NGC 4472,2004,"Biller, B. A.",5,46,2004ApJ...613..238B
Gravitational Waves from Stellar Collapse: Correlations to Explosion Asymmetries,2004,"Fryer, Chris L.",3,56,2004ApJ...609..288F
Embedding Lagrangian Sink Particles in Eulerian Grids,2004,"Krumholz, Mark R.",3,251,2004ApJ...611..399K
Carbon-Chain Oxides in Proton-Irradiated CO Ice Films,2004,"Trottier, Alexandre",2,33,2004ApJ...612.1214T
A Systematic Analysis of Supernova Light in Gamma-Ray Burst Afterglows,2004,"Zeh, A.",3,178,2004ApJ...609..952Z
Infrared Surface Brightness Fluctuations of Magellanic Star Clusters,2004,"González, Rosa A.",3,37,2004ApJ...611..270G
Coronal Seismology and the Propagation of Acoustic Waves along Coronal Loops,2004,"Klimchuk, J. A.",3,40,2004ApJ...616.1232K
Methanol in W3(H<SUB>2</SUB>O) and Surrounding Regions,2004,"Sutton, E. C.",6,37,2004ApJ...609..231S
Testing the Reality of Strong Magnetic Fields on T Tauri Stars: The Naked T Tauri Star Hubble 4,2004,"Johns-Krull, Christopher M.",3,62,2004ApJ...617.1204J
On VII and O VIII Absorption by Hot Gas in the Vicinity of the Galaxy,2004,"McKernan, Barry",3,63,2004ApJ...617..232M
H<SUB>2</SUB> Imaging of Three Proto-Planetary and Young Planetary Nebulae,2004,"Volk, Kevin",3,8,2004ApJ...616.1181V
Angular Correlations of the MeV Cosmic Gamma-Ray Background,2004,"Zhang, Pengjie",2,35,2004ApJ...614...37Z
Accurate Spectral Energy Distributions and Selection Effects for High-Redshift Dusty Galaxies: A New Hot Population to Discover with the Spitzer Space Telescope?,2004,"Blain, A. W.",4,66,2004ApJ...611...52B
Evolution of Massive Stars Up to the End of Central Oxygen Burning,2004,"El Eid, M. F.",3,50,2004ApJ...611..452E
"Nucleosynthesis, Reionization, and the Mass Function of the First Stars",2004,"Tumlinson, Jason",3,117,2004ApJ...612..602T
Exploring Halo Substructure with Giant Stars: A Diffuse Star Cloud or Tidal Debris around the Milky Way in Triangulum-Andromeda,2004,"Rocha-Pinto, Helio J.",5,178,2004ApJ...615..732R
A Quantitative Study of the Homologous Flares on 2000 November 24,2004,"Takasaki, Hiroyuki",7,24,2004ApJ...613..592T
Simulated Versus Observed Cluster Eccentricity Evolution,2004,"Floor, Stephen N.",3,9,2004ApJ...611..153F
X-Ray Measurement of Dark Matter ``Temperature'' in A1795,2004,"Ikebe, Yasushi",3,18,2004ApJ...611..175I
Statistics of Giant Arcs in Galaxy Clusters,2004,"Dalal, Neal",3,96,2004ApJ...609...50D
Microlensing of the Broad Emission Line Region in the Quadruple Lens SDSS J1004+4112,2004,"Richards, Gordon T.",17,101,2004ApJ...610..679R
Hydrodynamic Effects in Internal Shock of Relativistic Outflows,2004,"Kino, Motoki",3,27,2004ApJ...611.1021K
Test Particle Energization by Current Sheets and Nonuniform Fields in Magnetohydrodynamic Turbulence,2004,"Dmitruk, Pablo",3,226,2004ApJ...617..667D
E/B Separation in Cosmic Microwave Background Interferometry,2004,"Park, Chan-Gyung",2,15,2004ApJ...609...15P
Reconsidering the Origin of the 21 Micron Feature: Oxides in Carbon-rich Protoplanetary Nebulae?,2004,"Posch, Th.",3,36,2004ApJ...616.1167P
Antarctic Submillimeter Telescope and Remote Observatory Observations of <SUP>12</SUP>CO J=4--&gt;3 Emission from the N44 Complex in the Large Magellanic Cloud,2004,"Kim, Sungeun",3,12,2004ApJ...616..865K
Wide-Angle Redshift Distortions Revisited,2004,"Szapudi, István",1,97,2004ApJ...614...51S
A Study of CO Emission in High-Redshift QSOs Using the Owens Valley Millimeter Array,2004,"Hainline, Laura J.",6,48,2004ApJ...609...61H
Synchrotron Self-Compton Model for Rapid Nonthermal Flares in Blazars with Frequency-dependent Time Lags,2004,"Sokolov, Andrei",3,163,2004ApJ...613..725S
The Collimation-corrected Gamma-Ray Burst Energies Correlate with the Peak Energy of Their νF<SUB>ν</SUB> Spectrum,2004,"Ghirlanda, Giancarlo",3,637,2004ApJ...616..331G
The X-Ray Jet of 3C 120: Evidence for a Nonstandard Synchrotron Spectrum,2004,"Harris, D. E.",3,49,2004ApJ...615..161H
XMM-Newton Observations of A133: A Weak Shock Passing through the Cool Core,2004,"Fujita, Yutaka",8,37,2004ApJ...616..157F
Evolution of the Solar Nebula. VI. Mixing and Transport of Isotopic Heterogeneity,2004,"Boss, Alan P.",1,88,2004ApJ...616.1265B
The Cosmic Microwave Background Quadrupole in a Polarized Light,2004,"Doré, Olivier",3,31,2004ApJ...612...81D
The Zeeman-sensitive Emission Lines of Mg I at 12 Microns in Procyon,2004,"Ryde, N.",4,13,2004ApJ...617..551R
A Method for Determining Two-dimensional Orbits In Galactic Disks,2004,"Nakanishi, Hiroyuki",1,1,2004ApJ...617..315N
Massive Dark Matter Halos and Evolution of Early-Type Galaxies to z ~ 1,2004,"Treu, Tommaso",2,400,2004ApJ...611..739T
Photoevaporation of Circumstellar Disks Due to External Far-Ultraviolet Radiation in Stellar Aggregates,2004,"Adams, Fred C.",4,376,2004ApJ...611..360A
Shapes and Positions of Black Hole Shadows in Accretion Disks and Spin Parameters of Black Holes,2004,"Takahashi, Rohta",1,284,2004ApJ...611..996T
Strings in the η Carinae Nebula: Hypersonic Radiative Cosmic Bullets,2004,"Poludnenko, A. Y.",3,18,2004ApJ...613..387P
X-Rays from the Mira AB Binary System,2004,"Kastner, Joel H.",2,18,2004ApJ...616.1188K
Star Formation Thresholds and Galaxy Edges: Why and Where,2004,"Schaye, Joop",1,568,2004ApJ...609..667S
Hubble Space Telescope STIS Ultraviolet Spectral Evidence of Outflow in Extreme Narrow-Line Seyfert 1 Galaxies. II. Modeling and Interpretation,2004,"Leighly, Karen M.",1,145,2004ApJ...611..125L
Prompt Gamma-Ray Burst Spectra: Detailed Calculations and the Effect of Pair Production,2004,"Pe'er, Asaf",2,127,2004ApJ...613..448P
Complex Molecules in the Hot Core of the Low-Mass Protostar NGC 1333 IRAS 4A,2004,"Bottinelli, S.",10,208,2004ApJ...615..354B
Prevalence of X-Ray Variability in the Chandra Deep Field-South,2004,"Paolillo, M.",5,101,2004ApJ...611...93P
Using the Filaments in the Las Campanas Redshift Survey to Test the ΛCDM Model,2004,"Bharadwaj, Somnath",2,16,2004ApJ...615....1B
Are the Jets Accelerated from the Disk Coronas in Some Active Galactic Nuclei?,2004,"Cao, Xinwu",1,17,2004ApJ...613..716C
The Effect of Neutron Star Gravitational Binding Energy on Gravitational Radiation-driven Mass-Transfer Binaries,2004,"Alécian, Evelyne",2,13,2004ApJ...614..914A
Probing Pre-Protostellar Cores with Formaldehyde,2004,"Young, Kaisa E.",5,88,2004ApJ...614..252Y
Study of the Extended Narrow-Line Region in the Host Galaxy of the Lensed QSO 2237+0305 (z = 1.69),2004,"Motta, V.",4,6,2004ApJ...613...86M
Supernova Remnants in the Magellanic Clouds. IV. X-Ray Emission from the Largest Supernova Remnant in the Large Magellanic Cloud,2004,"Williams, R. M.",7,21,2004ApJ...613..948W
Anisotropic Bremsstrahlung Emission and the Form of Regularized Electron Flux Spectra in Solar Flares,2004,"Massone, Anna Maria",6,41,2004ApJ...613.1233M
Three-Dimensional Photoionization Structure and Distances of Planetary Nebulae. I. NGC 6369,2004,"Monteiro, Hektor",4,28,2004ApJ...609..194M
The Dynamic Evolution of Twisted Magnetic Flux Tubes in a Three-dimensional Convecting Flow. II. Turbulent Pumping and the Cohesion of Ω-Loops,2004,"Abbett, W. P.",4,35,2004ApJ...612..557A
A 4-6 GHz Spectral Scan and 8-10 GHz Observations of the Dark Cloud TMC-1,2004,"Kalenskii, S. V.",4,22,2004ApJ...610..329K
Direct Extragalactic Distance Determination Using X-Ray Scattering,2004,"Draine, B. T.",2,19,2004ApJ...617..987D
Theoretical Modeling of the Diffuse Emission of Gamma Rays from Extreme Regions of Star Formation: The Case of ARP 220,2004,"Torres, Diego F.",1,117,2004ApJ...617..966T
Location of the Optical Reverse Shock in the Cassiopeia A Supernova Remnant,2004,"Morse, Jon A.",7,52,2004ApJ...614..727M
Extreme-Ultraviolet and X-Ray Spectroscopy of a Solar Flare Loop Observed at High Time Resolution: A Case Study in Chromospheric Evaporation,2004,"Brosius, Jeffrey W.",2,100,2004ApJ...613..580B
Observations of Cold Dust in Nearby Elliptical Galaxies,2004,"Leeuw, Lerothodi L.",5,37,2004ApJ...612..837L
A Chandra ACIS View of the Thermal Composite Supernova Remnant 3C 391,2004,"Chen, Yang",4,46,2004ApJ...616..885C
Simultaneous Chandra and Very Large Array Observations of Young Stars and Protostars in ρ Ophiuchus Cloud Core A,2004,"Gagné, Marc",3,72,2004ApJ...613..393G
Isothermal Shock Formation in Nonequatorial Accretion Flows around Kerr Black Holes,2004,"Fukumura, Keigo",2,55,2004ApJ...611..964F
Shock Processing of Large Grains in the Interstellar Medium,2004,"Slavin, Jonathan D.",3,59,2004ApJ...614..796S
The Initial Configuration of Young Stellar Clusters: A K-Band Number Counts Analysis of the Surface Density of Stars,2005,"Gutermuth, Robert A.",7,176,2005ApJ...632..397G
The Nonmonotonic Dependence of Supernova and Compact Remnant Formation on Progenitor Rotation,2005,"Akiyama, Shizuka",2,23,2005ApJ...629..414A
Constraints on Very High Energy Gamma-Ray Emission from Gamma-Ray Bursts,2005,"Atkins, R.",34,48,2005ApJ...630..996A
The DEEP2 Galaxy Redshift Survey: The Evolution of Void Statistics from z ~ 1 to z ~ 0,2005,"Conroy, Charlie",9,53,2005ApJ...635..990C
The Evolution of Coronal Mass Ejection Density Structures,2005,"Lugaz, N.",3,99,2005ApJ...627.1019L
The X-Ray Emissions from the M87 Jet: Diagnostics and Physical Interpretation,2005,"Perlman, Eric S.",2,98,2005ApJ...627..140P
SBS 0335-052W: The Lowest Metallicity Star-forming Galaxy Known,2005,"Izotov, Yuri I.",3,71,2005ApJ...632..210I
Faint Fuzzies and the Formation of Lenticular Galaxies,2005,"Burkert, Andreas",3,29,2005ApJ...628..231B
On the X-Ray Emission from Massive Star Clusters and Their Evolving Superbubbles,2005,"Silich, Sergiy",3,36,2005ApJ...635.1116S
Topology Analysis of the Sloan Digital Sky Survey. I. Scale and Luminosity Dependence,2005,"Park, Changbom",11,123,2005ApJ...633...11P
Two Degree Field Galaxy Redshift Survey and Sloan Digital Sky Survey Galaxy Group Density Profiles,2005,"Díaz, Eugenia",4,25,2005ApJ...629..158D
The Pulsar Shadow as the Origin of Double Notches in Radio Pulse Profiles,2005,"Dyks, J.",5,14,2005ApJ...633.1101D
Model Simulations of a Shock-Cloud Interaction in the Cygnus Loop,2005,"Patnaude, Daniel J.",2,27,2005ApJ...633..240P
"Erratum: ``Optical Variability of Narrow-Line Seyfert 1 Galaxies'' (<A href=""/abs/2004ApJ...609...69K"">ApJ, 609, 69 [2004]</A>)",2005,"Klimek, Elizabeth S.",3,1,2005ApJ...627.1072K
Clump Development by the Nickel Bubble Effect in Supernovae,2005,"Wang, Chih-Yueh",1,11,2005ApJ...626..183W
Direct Distances to Cepheids in the Large Magellanic Cloud: Evidence for a Universal Slope of the Period-Luminosity Relation up to Solar Abundance,2005,"Gieren, Wolfgang",6,112,2005ApJ...627..224G
Exploring Terrestrial Planet Formation in the TW Hydrae Association,2005,"Low, Frank J.",7,119,2005ApJ...631.1170L
A Possible Detection of M31* with Chandra,2005,"Garcia, Michael R.",8,26,2005ApJ...632.1042G
The Chandra Fornax Survey. I. The Cluster Environment,2005,"Scharf, C. A.",3,57,2005ApJ...633..154S
Supernova Blast Waves in Low-Density Hot Media: A Mechanism for Spatially Distributed Heating,2005,"Tang, Shikui",2,67,2005ApJ...628..205T
Radio-X-Ray Correlation and the ``Quiescent State'' of Black Hole Sources,2005,"Yuan, Feng",2,153,2005ApJ...629..408Y
XMM-Newton Observations of the M31 Northern Disk: Properties of Selected X-Ray Sources and Unresolved Emission,2005,"Trudolyubov, Sergey",5,35,2005ApJ...634..314T
Simulation Study of the Formation Mechanism of Sigmoidal Structure in the Solar Corona,2005,"Kusano, K.",1,31,2005ApJ...631.1260K
Chandra's Tryst with SN 1995N,2005,"Chandra, Poonam",5,25,2005ApJ...629..933C
"Cosmic-Ray Neon, Wolf-Rayet Stars, and the Superbubble Origin of Galactic Cosmic Rays",2005,"Binns, W. R.",13,112,2005ApJ...634..351B
A Helium Spread among the Main-Sequence Stars in NGC 2808,2005,"D'Antona, F.",6,335,2005ApJ...631..868D
High Excitation Molecular Gas in the Magellanic Clouds,2005,"Bolatto, Alberto D.",3,21,2005ApJ...633..210B
The Motions of the Hard X-Ray Sources in Solar Flares: Images and Statistics,2005,"Bogachev, Sergey A.",4,85,2005ApJ...630..561B
The Model Dependence of Solar Energetic Particle Mean Free Paths under Weak Scattering,2005,"Qin, G.",5,35,2005ApJ...627..562Q
"Erratum: ``Supersolar N/C in the Narrow-Line Seyfert 1 Galaxy Markarian 1044'' (<A href=""/abs/2005ApJ...620..183F"">ApJ, 620, 183 [2005]</A>)",2005,"Fields, Dale L.",5,0,2005ApJ...630.1224F
Galaxy Morphologies in the Hubble Ultra Deep Field: Dominance of Linear Structures at the Detection Limit,2005,"Elmegreen, Debra Meloy",4,177,2005ApJ...631...85E
Dynamical Masses for Low-Mass Pre-Main-Sequence Stars: A Preliminary Physical Orbit for HD 98800 B,2005,"Boden, Andrew F.",10,85,2005ApJ...635..442B
The XMM-Newton View of the Relativistic Spectral Features in AX J0447-0627,2005,"Della Ceca, R.",4,8,2005ApJ...627..706D
A Chandra X-Ray Investigation of the Violent Interstellar Medium: From Dwarf Starbursts to Ultraluminous Infrared Galaxies,2005,"Grimes, J. P.",4,107,2005ApJ...628..187G
Limits on Enhanced Radio Wave Scattering by Supernova Remnants,2005,"Spitler, Laura G.",2,6,2005ApJ...632..932S
The Fine-Structure Lines of Hydrogen in H II Regions,2005,"Dennison, Brian",3,17,2005ApJ...633..309D
A Validation Test of the Flux-limited Diffusion Approximation for Radiation Hydrodynamics,2005,"Leibrandt, D. R.",4,8,2005ApJ...626..616L
Grain Alignment by Radiation in Dark Clouds and Cores,2005,"Cho, Jungyeon",2,95,2005ApJ...631..361C
X-Ray Observations of the Black Hole Transient 4U 1630-47 during 2 Years of X-Ray Activity,2005,"Tomsick, John A.",4,63,2005ApJ...630..413T
"A Spitzer Study of Dusty Disks around Nearby, Young Stars",2005,"Chen, C. H.",10,107,2005ApJ...634.1372C
Size Is Everything: Universal Features of Quasar Microlensing with Extended Sources,2005,"Mortonson, Michael J.",3,141,2005ApJ...628..594M
Deep Photometry of the Globular Cluster M5: Distance Estimates from White Dwarf and Main-Sequence Stars,2005,"Layden, Andrew C.",4,21,2005ApJ...632..266L
Halo Mass Profiles and Low Surface Brightness Galaxy Rotation Curves,2005,"de Blok, W. J. G.",1,81,2005ApJ...634..227D
Astrophysical Production of Microscopic Black Holes in a Low-Planck-Scale World,2005,"Barrau, A.",3,22,2005ApJ...630.1015B
Extended Source Effects in Substructure Lensing,2005,"Inoue, Kaiki Taro",2,43,2005ApJ...634...77I
The High-Resolution X-Ray Spectrum of MR 2251-178 Obtained with the Chandra HETGS,2005,"Gibson, Robert R.",4,25,2005ApJ...627...83G
Modeling the Physical Structure of the Low-Density Pre-Protostellar Core Lynds 1498,2005,"Shirley, Yancy L.",6,87,2005ApJ...632..982S
Searching for Transiting Planets in Stellar Systems,2005,"Pepper, Joshua",2,40,2005ApJ...631..581P
"Exploring the Kinematics of the Oxygen-rich Supernova Remnant G292.0+1.8: Ejecta Shells, Fast-moving Knots, and Shocked Circumstellar Material",2005,"Ghavamian, Parviz",3,34,2005ApJ...635..365G
Repeated X-Ray Flaring Activity in Sagittarius A*,2005,"Bélanger, G.",8,65,2005ApJ...635.1095B
Properties of the Solar Acoustic Source Inferred from Nonadiabatic Oscillation Spectra,2005,"Wachter, R.",2,7,2005ApJ...627..550W
A Photometric Diagnostic to Aid in the Identification of Transiting Extrasolar Planets,2005,"Tingley, Brandon",2,77,2005ApJ...627.1011T
A Fluctuation Analysis of the Bolocam 1.1 mm Lockman Hole Survey,2005,"Maloney, Philip R.",16,21,2005ApJ...635.1044M
The Closest View of a Dwarf Galaxy: New Evidence on the Nature of the Canis Major Overdensity,2005,"Martínez-Delgado, David",7,73,2005ApJ...633..205M
Observational Evidence of the Formation of Cyanopolyynes in CRL 618 through the Polymerization of HCN,2005,"Pardo, Juan R.",3,37,2005ApJ...628..275P
X-Ray Light Curves and Accretion Disk Structure of EX Hydrae,2005,"Hoogerwerf, R.",3,11,2005ApJ...628..946H
Moving Magnetic Features around Sunspots,2005,"Hagenaar, Hermance J.",2,94,2005ApJ...635..659H
Active Galactic Nuclei Unification and the X-Ray Background,2005,"Treister, Ezequiel",2,135,2005ApJ...630..115T
Neptune Trojans as a Test Bed for Planet Formation,2005,"Chiang, E. I.",2,63,2005ApJ...628..520C
Testing LMC Microlensing Scenarios: The Discrimination Power of the SuperMACHO Microlensing Survey,2005,"Rest, A.",23,187,2005ApJ...634.1103R
Oxygen and Neon Abundances of Planetary Nebulae in the Elliptical Galaxy NGC 4697,2005,"Méndez, R. H.",6,40,2005ApJ...627..767M
Testing Stellar Models with an Improved Physical Orbit for 12 Bootis,2005,"Boden, Andrew F.",3,24,2005ApJ...627..464B
Cosmological Parameters from the Comparison of the 2MASS Gravity Field with Peculiar Velocity Surveys,2005,"Pike, R. W.",2,85,2005ApJ...635...11P
