Title,Year,First Author,Author Count,Citation Count,Citation Five Years,Bibcode
Small-Scale Abundance Variations in TMC-1: Dynamics and Hydrocarbon Chemistry,2001,"Dickens, J. E.",3,53,13,2001ApJ...558..693D
Dust Extinction in a Small Molecular Cloud,2001,"Strafella, F.",5,18,9,2001ApJ...558..717S
Possible Detection of Baryonic Fluctuations in the Large-Scale Structure Power Spectrum,2001,"Miller, Christopher J.",3,51,24,2001ApJ...555...68M
Regularized Smoothed Particle Hydrodynamics: A New Approach to Simulating Magnetohydrodynamic Shocks,2001,"Børve, S.",3,107,16,2001ApJ...561...82B
Delayed Iron Lines in Centaurus X-3,2001,"Kohmura, T.",3,9,3,2001ApJ...562..943K
Dust Characteristics of Massive Star-forming Sites in the Mid-Infrared,2001,"Kraemer, Kathleen E.",8,24,11,2001ApJ...561..282K
e<SUP>+/-</SUP> Pair Cascades and Precursors in Gamma-Ray Bursts,2001,"Mészáros, P.",3,69,35,2001ApJ...554..660M
Temporal Characteristics of the X-Ray Emission of NGC 7469,2001,"Nandra, K.",2,57,33,2001ApJ...554..710N
The Interstellar Medium of M32,2001,"Welch, Gary A.",2,12,4,2001ApJ...557..671W
Sunspot Bright Rings: Evidence from Case Studies,2001,"Rast, M. P.",5,15,7,2001ApJ...557..864R
High-Resolution Mid-Infrared Images of the Nucleus of M81,2001,"Grossan, Bruce",4,12,5,2001ApJ...563..687G
Discovery and Asteroseismological Analysis of the Pulsating sdB Star PG 0014+067,2001,"Brassard, P.",6,143,62,2001ApJ...563.1013B
An Empirical Method to Determine Electron Energy Modification Rates from Spatially Resolved Hard X-Ray Data,2001,"Emslie, A. Gordon",3,12,5,2001ApJ...557..921E
On the Temporal Relationship between Coronal Mass Ejections and Flares,2001,"Zhang, J.",5,651,125,2001ApJ...559..452Z
B1359+154: A Six-Image Lens Produced by a z ~= 1 Compact Group of Galaxies,2001,"Rusin, D.",11,58,32,2001ApJ...557..594R
Chemical Enrichment at High Redshifts: Understanding the Nature of Damped Lyα Systems in Hierarchical Models,2001,"Tissera, Patricia B.",4,15,13,2001ApJ...557..527T
Extreme Ultraviolet Explorer Observations of λ Andromedae,2001,"Sanz-Forcada, J.",3,17,15,2001ApJ...554.1079S
Small-Scale Structure at High Redshift. III. The Clumpiness of the Intergalactic Medium on Subkiloparsec Scales,2001,"Rauch, Michael",4,54,18,2001ApJ...562...76R
GRB 000418: A Hidden Jet Revealed,2001,"Berger, E.",18,65,47,2001ApJ...556..556B
Generation of Ion Cyclotron Waves in Coronal Holes by a Global Resonant Magnetohydrodynamic Mode,2001,"Markovskii, S. A.",1,47,27,2001ApJ...557..337M
Formation of Obscuring Walls by the Radiation Force from Circumnuclear Starbursts and the Implications for the Starburst-Active Galactic Nucleus Connection,2001,"Ohsuga, Ken",2,18,9,2001ApJ...559..157O
On the MBM 12 Young Association,2001,"Luhman, K. L.",1,69,39,2001ApJ...560..287L
The Dynamics of Sinking Satellites around Disk Galaxies: A Poor Man's Alternative to High-Resolution Numerical Simulations,2001,"Taylor, James E.",2,204,50,2001ApJ...559..716T
Preprotostellar Core Properties from Far-Infrared Observations,2001,"Langer, W. D.",2,14,8,2001ApJ...557..714L
Discovery of Linear ``Building Blocks'' of Water Masers Shaping Linear/Arcuate Microstructures in Cepheus A,2001,"Torrelles, José M.",10,65,30,2001ApJ...560..853T
Very Long Baseline Array Polarimetry of Three Powerful Radio Galaxy Cores,2001,"Taylor, G. B.",3,14,6,2001ApJ...559..703T
Star Formation Thresholds in Galactic Disks,2001,"Martin, Crystal L.",2,439,123,2001ApJ...555..301M
The Nature of the Nuclear H<SUB>2</SUB>O Masers of NGC 1068: Reverberation and Evidence for a Rotating Disk Geometry,2001,"Gallimore, J. F.",7,114,32,2001ApJ...556..694G
Propagation of Magnetized Neutron Stars through the Interstellar Medium,2001,"Toropina, O. D.",4,33,11,2001ApJ...561..964T
A 250 GHz Survey of High-Redshift Quasars from the Sloan Digital Sky Survey,2001,"Carilli, C. L.",11,115,50,2001ApJ...555..625C
The Galactic Disk Mass Budget. I. Stellar Mass Function and Density,2001,"Chabrier, Gilles",1,412,47,2001ApJ...554.1274C
Sloan Digital Sky Survey Multicolor Observations of GRB 010222,2001,"Lee, Brian C.",28,26,22,2001ApJ...561..183L
Coronal Cooling and Its Signatures in the Rapid Aperiodic Variability of Galactic Black Hole Candidates,2001,"Böttcher, M.",1,8,7,2001ApJ...553..960B
G-Band Spectral Synthesis in Solar Magnetic Concentrations,2001,"Sánchez Almeida, J.",4,65,31,2001ApJ...555..978S
Rayleigh Scattering and Microwave Background Fluctuations,2001,"Yu, Qingjuan",3,32,5,2001ApJ...558...23Y
Star Formation in a Complete Spectroscopic Survey of Galaxies,2001,"Carter, B. J.",5,82,38,2001ApJ...559..606C
The Ionization and Metallicity of the Intervening O VI Absorber at z=0.1212 in the Spectrum of H1821+643,2001,"Tripp, Todd M.",5,102,47,2001ApJ...563..724T
Subarcsecond Imaging of SiO in the HH 211 Protostellar Jet,2001,"Chandler, Claire J.",2,36,16,2001ApJ...555..139C
The Structure and Motions of the 3C 120 Radio Jet on Scales of 0.6-300 Parsecs,2001,"Walker, R. C.",7,59,24,2001ApJ...556..756W
X-Ray Observations of the New Pulsar-Supernova Remnant System PSR J1119-6127 and Supernova Remnant G292.2-0.5,2001,"Pivovaroff, M. J.",5,39,24,2001ApJ...554..161P
On the Nonthermal Emission and Acceleration of Electrons in Coma and Other Clusters of Galaxies,2001,"Petrosian, Vahé",1,382,86,2001ApJ...557..560P
The Chandra HETGS X-Ray Grating Spectrum of η Carinae,2001,"Corcoran, M. F.",10,47,30,2001ApJ...562.1031C
The Cosmic-Ray Antiproton Flux between 3 and 49 GeV,2001,"Boezio, M.",38,188,74,2001ApJ...561..787B
Chandra X-Ray Observations of the Quadruply Lensed Quasar RX J0911.4+0551,2001,"Morgan, N. D.",8,27,17,2001ApJ...555....1M
r-Process in Prompt Supernova Explosions Revisited,2001,"Sumiyoshi, K.",6,70,36,2001ApJ...562..880S
"Iron Convection Zones in B, A, and F Stars",2001,"Richard, O.",3,129,28,2001ApJ...558..377R
Multiwavelength Monitoring of the Narrow-Line Seyfert 1 Galaxy Arakelian 564. II. Ultraviolet Continuum and Emission-Line Variability,2001,"Collier, S.",18,65,25,2001ApJ...561..146C
"A Pair of Compact Red Galaxies at Redshift 2.38, Immersed in a 100 Kiloparsec Scale Lyα Nebula",2001,"Francis, Paul J.",15,101,33,2001ApJ...554.1001F
Why Is the Fraction of Four-Image Radio Lens Systems So High?,2001,"Rusin, David",2,74,48,2001ApJ...553..709R
Spectroscopic Signatures of Conduction-mediated Transition Layers above an X-Ray-illuminated Disk,2001,"Li, Yuexing",3,6,6,2001ApJ...560..644L
Constraints on Cosmological Parameters from the Lyα Forest Power Spectrum and COBE DMR,2001,"Phillips, John",6,30,19,2001ApJ...560...15P
Theoretical Black Hole Mass Distributions,2001,"Fryer, Chris L.",2,507,148,2001ApJ...554..548F
Synchronized Formation of Subgalactic Systems at Cosmological Reionization: Origin of Halo Globular Clusters,2001,"Cen, Renyue",1,74,36,2001ApJ...560..592C
A Chandra Observation of M51: Active Nucleus and Nuclear Outflows,2001,"Terashima, Yuichi",2,56,22,2001ApJ...560..139T
STIS Echelle Observations of the Intrinsic UV Absorption in the Seyfert 1 Galaxy NGC 3783,2001,"Kraemer, S. B.",3,45,25,2001ApJ...557...30K
Radio-Continuum Emission from Shocked Stellar Winds in Low-Mass Stars,2002,"González, R. F.",2,26,10,2002ApJ...580..459G
Galaxy Clusters in Hubble Volume Simulations: Cosmological Constraints from Sky Survey Populations,2002,"Evrard, A. E.",11,343,167,2002ApJ...573....7E
The OH Megamaser Luminosity Function,2002,"Darling, Jeremy",2,54,17,2002ApJ...572..810D
Collective Processes in Relativistic Plasma and Their Implications for Gamma-Ray Burst Afterglows,2002,"Sagiv, Amir",2,62,9,2002ApJ...574..861S
Two-dimensional Structure of a Polar Coronal Hole at Solar Minimum: New Semiempirical Methodology for Deriving Plasma Parameters,2002,"Zangrilli, L.",5,48,21,2002ApJ...574..477Z
Collapse of a Rotating Supermassive Star to a Supermassive Black Hole: Analytic Determination of the Black Hole Mass and Spin,2002,"Shapiro, Stuart L.",2,56,25,2002ApJ...577..904S
Analytic Approach to the Cloud-in-Cloud Problem for Non-Gaussian Density Fluctuations,2002,"Inoue, Kaiki Taro",2,9,5,2002ApJ...574....9I
Simulation-based Investigation of a Model for the Interaction between Stellar Magnetospheres and Circumstellar Accretion Disks,2002,"Matt, Sean",4,69,37,2002ApJ...574..232M
The Luminosity and Mass Function of the Trapezium Cluster: From B Stars to the Deuterium-burning Limit,2002,"Muench, August A.",4,359,147,2002ApJ...573..366M
Star Counts Redivivus. IV. Density Laws through Photometric Parallaxes,2002,"Siegel, M. H.",4,196,77,2002ApJ...578..151S
Stellar Mixing and the Primordial Lithium Abundance,2002,"Pinsonneault, M. H.",4,120,68,2002ApJ...574..398P
Normal Modes of Rotating Magnetic Stars,2002,"Morsink, S. M.",2,20,4,2002ApJ...574..908M
"Model-independent Primordial Power Spectrum from MAXIMA, BOOMERANG, and DASI Data",2002,"Wang, Yun",2,40,25,2002ApJ...573....1W
Measurements of Three-dimensional Coronal Magnetic Fields from Coordinated Extreme-Ultraviolet and Radio Observations of a Solar Active Region Sunspot,2002,"Brosius, Jeffrey W.",6,31,15,2002ApJ...574..453B
The Small-Scale Structure of the Magellanic Stream,2002,"Stanimirović, Snežana",4,69,15,2002ApJ...576..773S
The Expected Properties of Dark Lenses,2002,"Rusin, David",1,17,11,2002ApJ...572..705R
Infrared Space Observatory Long Wavelength Spectrometer Observations of C<SUP>+</SUP> and O<SUP>0</SUP> Lines in Absorption toward Sagittarius B2,2002,"Vastel, C.",6,31,13,2002ApJ...581..315V
Analytical Approach to the Mass Distribution Function of Subhalos and Cold Fronts in Galaxy Clusters,2002,"Fujita, Yutaka",4,25,20,2002ApJ...577...11F
New Light and Shadows on Stephan's Quintet,2002,"Gutiérrez, C. M.",4,14,6,2002ApJ...579..592G
On the Spectral Energy Dependence of Gamma-Ray Burst Variability,2002,"Lloyd-Ronning, Nicole M.",2,74,53,2002ApJ...576..101L
Updated and Expanded OPAL Equation-of-State Tables: Implications for Helioseismology,2002,"Rogers, F. J.",2,838,67,2002ApJ...576.1064R
"Erratum: ``3EG J2016+3657: Confirming an EGRET Blazar behind the Galactic Plane'' (<A href=""/abs/2001ApJ...551.1016H"">ApJ, 551, 1016 [2001]</A>)",2002,"Halpern, J. P.",4,3,0,2002ApJ...572..693H
Chemical Evolution in Our Galaxy during the Last 5 Gyr,2002,"Geiss, Johannes",3,40,31,2002ApJ...578..862G
Rotational Velocities of B Stars,2002,"Abt, Helmut A.",3,333,101,2002ApJ...573..359A
A Millisecond Pulsar Optical Counterpart with Large-Amplitude Variability in the Globular Cluster 47 Tucanae,2002,"Edmonds, Peter D.",5,62,26,2002ApJ...579..741E
The Three-dimensional Power Spectrum from Angular Clustering of Galaxies in Early Sloan Digital Sky Survey Data,2002,"Dodelson, Scott",46,156,100,2002ApJ...572..140D
A Gamma-Ray Burst Trigger Tool Kit,2002,"Band, David L.",1,28,7,2002ApJ...578..806B
A Critical Examination of Li Pollution and Giant-Planet Consumption by a Host Star,2002,"Sandquist, Eric L.",4,71,28,2002ApJ...572.1012S
Impulsive Variations of the Magnetic Helicity Change Rate Associated with Eruptive Flares,2002,"Moon, Y. -J.",5,84,38,2002ApJ...580..528M
Does the Slim-Disk Model Correctly Consider Photon-trapping Effects?,2002,"Ohsuga, Ken",4,96,38,2002ApJ...574..315O
Long-Term Spectral Variability of Seyfert Galaxies from Rossi X-Ray Timing Explorer Color-Flux Diagrams,2002,"Papadakis, I. E.",6,43,23,2002ApJ...573...92P
Interplay between Kelvin-Helmholtz and Current-driven Instabilities in Jets,2002,"Baty, H.",2,64,18,2002ApJ...580..800B
Radiative Transfer in Obliquely Illuminated Accretion Disks,2002,"Psaltis, Dimitrios",1,4,2,2002ApJ...574..306P
Titan's Clouds from Gemini and Keck Adaptive Optics Imaging,2002,"Roe, H. G.",4,110,53,2002ApJ...581.1399R
Mass Segregation in Star Clusters: Analytic Estimation of the Timescale,2002,"Mouri, Hideaki",2,26,12,2002ApJ...580..844M
Mid-Infrared Images of the Debris Disk around HD 141569,2002,"Marsh, K. A.",7,47,22,2002ApJ...573..425M
The Cosmic Radio and Infrared Backgrounds Connection,2002,"Dwek, Eli",2,18,5,2002ApJ...575....7D
Direct Detection of Cold Dark Matter Substructure,2002,"Dalal, N.",2,576,196,2002ApJ...572...25D
Constraining the Lifetime of Quasars with the Present-Day Mass Function of Supermassive Black Holes,2002,"Hosokawa, Takashi",1,14,9,2002ApJ...576...75H
Energy Balance in the Solar Transition Region. IV. Hydrogen and Helium Mass Flows with Diffusion,2002,"Fontenla, J. M.",3,72,28,2002ApJ...572..636F
New CrH Opacities for the Study of L and Brown Dwarf Atmospheres,2002,"Burrows, Adam",5,107,30,2002ApJ...577..986B
Boundary Structures and Changes in Long-lived Coronal Holes,2002,"Kahler, S. W.",2,45,13,2002ApJ...574..467K
Searching for Failed Supernovae with Astrometric Binaries,2002,"Gould, Andrew",2,28,3,2002ApJ...572..944G
On the Asymmetries of Extended X-Ray Emission from Planetary Nebulae,2002,"Kastner, Joel H.",6,27,14,2002ApJ...581.1225K
Star Formation in Bright-rimmed Clouds. I. Millimeter and Submillimeter Molecular Line Surveys,2002,"De Vries, Christopher H.",3,44,16,2002ApJ...577..798D
The Multicomponent Nature of the Vela Pulsar Nonthermal X-Ray Spectrum,2002,"Harding, Alice K.",6,61,26,2002ApJ...576..376H
Gas Metallicity of Narrow-Line Regions in Narrow-Line Seyfert 1 Galaxies and Broad-Line Seyfert 1 Galaxies,2002,"Nagao, Tohru",4,32,9,2002ApJ...575..721N
Formation of Formaldehyde by the Tunneling Reaction of H with Solid CO at 10 K Revisited,2002,"Hiraoka, Kenzo",7,97,35,2002ApJ...577..265H
Nanoflare Statistics from First Principles: Fractal Geometry and Temperature Synthesis,2002,"Aschwanden, Markus J.",2,156,35,2002ApJ...572.1048A
X-Ray versus Optical Observations of Active Galactic Nuclei: Evidence for Large Grains?,2002,"Weingartner, Joseph C.",2,33,22,2002ApJ...580...88W
Laboratory Spectroscopy of Hot Water near 2 Microns and Sunspot Spectroscopy in the H-Band Region,2002,"Tereszchuk, Keith",8,24,5,2002ApJ...577..496T
"Cross Section for the Astrophysical <SUP>14</SUP>C(n, γ)<SUP>15</SUP>C Reaction via the Inverse Reaction",2002,"Horváth, Á.",15,37,14,2002ApJ...570..926H
Approximation of Light-Ray Deflection Angle and Gravitational Lenses in the Schwarzschild Metric. I. Derivation and Quasar Lens,2002,"Mutka, Petri T.",2,11,4,2002ApJ...576..107M
Bias and Conditional Mass Function of Dark Halos Based on the Nonspherical Collapse Model,2002,"Lin, Lihwai",3,7,7,2002ApJ...574..527L
A Complete Search for Dense Cloud Cores in Taurus,2002,"Onishi, Toshikazu",5,189,58,2002ApJ...575..950O
The Galactic Distribution of Large H I Shells,2002,"McClure-Griffiths, N. M.",4,105,30,2002ApJ...578..176M
A Survey for Pulsating Hot B Subdwarfs in the Northern Hemisphere,2002,"Billères, M.",4,29,16,2002ApJ...578..515B
"Erratum: ``The Star Formation History of the Large Magellanic Cloud'' (<A href=""/abs/2002ApJ...566..239S"">ApJ, 566, 239 [2002]</A>)",2002,"Smecker-Hane, Tammy A.",4,5,2,2002ApJ...572.1083S
The Spectral Results of the Far-Infrared Absolute Spectrophotometer Instrument on COBE,2002,"Fixsen, D. J.",2,169,42,2002ApJ...581..817F
Deep CCD Surface Photometry of Galaxy Clusters. I. Methods and Initial Studies of Intracluster Starlight,2002,"Feldmeier, John J.",5,114,51,2002ApJ...575..779F
XMM-Newton and Very Large Array Observations of the Variable Wolf-Rayet Star EZ Canis Majoris: Evidence for a Close Companion?,2002,"Skinner, Stephen L.",4,34,11,2002ApJ...579..764S
The Effective Temperatures of Mid-O Stars,2002,"Bianchi, Luciana",2,67,40,2002ApJ...581..610B
Molecular Gas in Spiral Galaxies: A New Warm Phase at Large Galactocentric Distances?,2002,"Papadopoulos, P. P.",3,61,14,2002ApJ...579..270P
Prospects for Determining the Equation of State of the Dark Energy: What Can Be Learned from Multiple Observables?,2002,"Kujat, Jens",4,111,53,2002ApJ...572....1K
Is the EGRET Source 3EG J1621+8203 the Radio Galaxy NGC 6251?,2002,"Mukherjee, R.",4,53,28,2002ApJ...574..693M
Titanium and Vanadium Chemistry in Low-Mass Dwarf Stars,2002,"Lodders, Katharina",1,148,29,2002ApJ...577..974L
Power-Law Tails from Dynamical Comptonization in Converging Flows,2002,"Turolla, Roberto",3,23,11,2002ApJ...576..349T
Interaction between Ionized and Molecular Gas in the Active Star-forming Region W31,2002,"Kim, Kee-Tae",2,21,5,2002ApJ...575..327K
Where Is the Inner Edge of an Accretion Disk around a Black Hole?,2002,"Krolik, Julian H.",2,150,58,2002ApJ...573..754K
1.65 Micron (H Band) Surface Photometry of Galaxies. X. Structural and Dynamical Properties of Elliptical Galaxies,2002,"Zibetti, Stefano",5,19,8,2002ApJ...579..261Z
Optical and Infrared Observations of the Supernova SN 1999el,2002,"Di Carlo, E.",24,65,15,2002ApJ...573..144D
Nature of the Soft Spectral Component in the X-Ray Pulsars SMC X-1 and LMC X-4,2002,"Paul, B.",6,67,24,2002ApJ...579..411P
Evidence for Very Extended Gaseous Layers around O-rich Mira Variables and M Giants,2002,"Mennesson, B.",13,87,42,2002ApJ...579..446M
Long-Baseline Interferometric Observations of Cepheids,2002,"Lane, Benjamin F.",3,56,31,2002ApJ...573..330L
Power Spectra of X-Ray Binaries,2002,"Li, T. P.",2,15,6,2002ApJ...578..374L
Star Formation in Space and Time: Taurus-Auriga,2002,"Palla, Francesco",2,104,35,2002ApJ...581.1194P
BeppoSAX Observations of the Young Pulsar in the Kes 75 Supernova Remnant,2002,"Mereghetti, S.",4,16,11,2002ApJ...574..873M
New Challenges for Wind Shock Models: The Chandra Spectrum of the Hot Star δ Orionis,2002,"Miller, N. A.",5,63,39,2002ApJ...577..951M
H I Absorption in the Gigamaser Galaxy TXS 2226-184 and the Relation between H I Absorption and Water Emission,2002,"Taylor, G. B.",8,16,6,2002ApJ...574...88T
On the Physical Origin of O VI Absorption-Line Systems,2002,"Heckman, T. M.",4,127,48,2002ApJ...577..691H
A Self-similar Solution of Fast Magnetic Reconnection: A Semianalytic Study of the Inflow Region,2002,"Nitta, S.",3,18,9,2002ApJ...580..538N
Directionality of Solar Flare-accelerated Protons and α-Particles from γ-Ray Line Measurements,2002,"Share, Gerald H.",4,32,20,2002ApJ...573..464S
Mechanical Alignment of Suprathermal Paramagnetic Cosmic-Dust Granules: The Cross Section Mechanism,2002,"Efroimsky, Michael",1,9,7,2002ApJ...575..886E
The Frequency Stability of Millisecond Oscillations in Thermonuclear X-Ray Bursts,2002,"Muno, Michael P.",4,69,24,2002ApJ...580.1048M
Characterizing the Warm-Hot Intergalactic Medium at High Redshift: A High-Resolution Survey for O VI at z = 2.5,2002,"Simcoe, Robert A.",3,112,52,2002ApJ...578..737S
A Proper-Motion Survey for White Dwarfs with the Wide Field Planetary Camera 2,2002,"Nelson, C. A.",5,26,20,2002ApJ...573..644N
A Physical Model for the Luminosity Function of High-Redshift Quasars,2002,"Wyithe, J. S. B.",2,140,68,2002ApJ...581..886W
Chandra Observation of Low-Mass X-Ray Binaries in the Elliptical Galaxy M84,2002,"Finoguenov, A.",2,33,20,2002ApJ...574..754F
Spectrum and Duration of Delayed MeV-GeV Emission of Gamma-Ray Bursts in Cosmic Background Radiation Fields,2002,"Dai, Z. G.",2,69,32,2002ApJ...580.1013D
